CITY;STATE;CAPITAL;IBGE_RES_POP;IBGE_RES_POP_BRAS;IBGE_RES_POP_ESTR;IBGE_DU;IBGE_DU_URBAN;IBGE_DU_RURAL;IBGE_POP;IBGE_1;IBGE_1-4;IBGE_5-9;IBGE_10-14;IBGE_15-59;IBGE_60+;IBGE_PLANTED_AREA;IBGE_CROP_PRODUCTION_$;IDHM Ranking 2010;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;LONG;LAT;ALT;PAY_TV;FIXED_PHONES;AREA;REGIAO_TUR;CATEGORIA_TUR;ESTIMATED_POP;RURAL_URBAN;GVA_AGROPEC;GVA_INDUSTRY;GVA_SERVICES;GVA_PUBLIC; GVA_TOTAL ;TAXES;GDP;POP_GDP;GDP_CAPITA;GVA_MAIN;MUN_EXPENDIT;COMP_TOT;COMP_A;COMP_B;COMP_C;COMP_D;COMP_E;COMP_F;COMP_G;COMP_H;COMP_I;COMP_J;COMP_K;COMP_L;COMP_M;COMP_N;COMP_O;COMP_P;COMP_Q;COMP_R;COMP_S;COMP_T;COMP_U;HOTELS;BEDS;Pr_Agencies;Pu_Agencies;Pr_Bank;Pu_Bank;Pr_Assets;Pu_Assets;Cars;Motorcycles;Wheeled_tractor;UBER;MAC;WAL-MART;POST_OFFICES
Itagimirim;BA;0;7110;7110;0;2170;1715;455;5643;77;356;544;567;3373;726;324;1490;3425;0.634;0.602;0.821;0.516;-39.61519181;-16.08814328;180.78;202;300;876.80;;;6914;Intermediário Adjacente;34.5;15530.54;24592.35;28436.94;103060.71;5197.31;108258.02;7319;14791.37;Administração, defesa, educação e saúde públicas e seguridade social;;47;2;3;0;0;0;1;26;1;7;0;0;0;1;2;2;1;0;0;1;0;0;;;1;0;1;0;40389091;0;546;470;0;;;;2
Itaguaçu;ES;0;14134;14129;5;4659;2762;1897;8040;92;345;501;613;5173;1316;10592;146867;1849;0.7;0.672;0.802;0.641;-40.85659849;-19.80250771;136.91;64;375;535.02;Imigrantes;D;14109;Rural Adjacente;74909.92;13839.16;85185.48;60247.13;234181.68;11499.23;245680.91;14822;16575.42;Agricultura, inclusive apoio à agricultura e a pós colheita;35098291;253;2;10;17;0;1;4;121;5;13;1;1;0;10;5;3;15;8;4;33;0;0;;;0;3;0;3;0;245013505;2778;3299;2;;;;4
Itaguaçu Da Bahia;BA;0;13209;13209;0;3544;740;2804;2591;44;182;222;263;1612;268;1375;5631;5022;0.562;0.55;0.74;0.435;-42.40115712;-11.00872221;439.33;101;53;4,310.24;;;14311;Rural Adjacente;8755.05;4.69;18581.24;46616.17;78639.37;4170.21;82.81;14604;5670.33;Administração, defesa, educação e saúde públicas e seguridade social;;68;3;0;0;0;0;4;39;1;1;0;0;0;1;2;3;0;1;0;13;0;0;;;;;;;;;612;561;0;;;;1
Itaguaí;RJ;0;109091;108856;235;33937;32427;1510;101753;1474;5801;8110;9552;67210;9606;510;12532;1475;0.715;0.703;0.814;0.638;-43.77504063;-22.87125077;7.63;14793;16592;273.41;Costa Verde;C;125913;Urbano;14444.46;755.33;5439117.22;1082369.41;7291263.07;577.34;7868600.92;120855;65107.78;Demais serviços;;1768;5;16;93;0;9;83;767;76;176;17;4;25;61;99;5;110;48;28;146;0;0;;;8;2;3;2;810235782;1031418431;33375;7106;5;;1;;2
Itaguajé;PR;0;4568;4553;15;1495;1206;289;3588;57;199;255;348;2255;474;7129;37753;1706;0.71;0.672;0.791;0.664;-51.96934045;-22.61478268;352.22;108;335;190.37;Corredores Das Águas;D;4487;Intermediário Adjacente;37866.28;3481.03;24718.56;22722.73;88788.6;4.1;92885.66;4629;20066.03;Administração, defesa, educação e saúde públicas e seguridade social;17040223;115;4;0;3;0;0;2;44;18;5;0;0;2;5;8;5;4;8;2;5;0;0;;;1;0;1;0;18390082;0;1711;682;0;;;;1
Itaguara;MG;0;12372;12367;5;3993;2999;994;9460;133;432;659;794;6370;1072;527;6368;2168;0.691;0.697;0.836;0.567;-44.48677796;-20.39067822;834.89;1654;961;410.47;Veredas Do Paraopeba;D;13278;Rural Adjacente;16284.88;34231.33;112237.23;51026.49;213.78;20887.88;234667.8;13253;17706.77;Demais serviços;28077773;413;3;1;37;0;3;11;169;58;17;10;4;6;17;11;10;11;11;6;28;0;0;;;1;1;1;1;135263393;65749613;4220;2749;5;;;;1
Itaguari;GO;0;4513;4513;0;1581;1376;205;3910;55;198;299;324;2538;496;1130;6538;2131;0.693;0.683;0.817;0.596;-49.60976004;-15.90909357;641.69;225;170;146.64;;;4668;Intermediário Adjacente;11824.72;3.25;20626.56;19577.96;55277.47;3.99;59270.62;4717;12565.32;Administração, defesa, educação e saúde públicas e seguridade social;;92;1;0;24;0;0;0;44;0;3;1;0;1;2;2;5;1;1;3;4;0;0;;;;;;;;;1373;791;0;;;;1
Itaguaru;GO;0;5437;5426;11;1872;1559;313;4457;40;175;316;351;2884;691;1570;16347;1395;0.718;0.689;0.828;0.648;-49.63205121;-15.76379439;798.49;291;221;239.68;;;5269;Intermediário Adjacente;13032.5;3180.36;26948.52;21420.84;64.58;3449.81;68032.02;5472;12432.75;Demais serviços;15416593;118;1;0;18;0;0;1;65;1;3;0;1;0;7;3;3;4;3;2;6;0;0;1;14;0;1;0;1;0;77891521;1383;1094;0;;;;1
Itaguatins;TO;0;6029;6029;0;1621;956;665;3385;59;266;337;420;1967;336;192;994;3779;0.616;0.572;0.799;0.511;-47.47993595;-5.775385088;156.7;34;185;739.86;Bico Do Papagaio;D;5896;Rural Adjacente;11432.74;1197.59;7575.45;34.69;54.9;1516.8;56412.96;6007;9391.2;Administração, defesa, educação e saúde públicas e seguridade social;;19;2;1;0;0;0;0;9;1;0;0;0;0;1;0;2;0;0;0;3;0;0;;;;;;;;;233;596;0;;;;1
Itaí;SP;0;24008;22631;1377;7160;6004;1156;18792;299;1122;1463;1679;12226;2003;60180;295303;1536;0.713;0.692;0.83;0.63;-49.08103225;-23.41905539;597.92;908;2142;1,092.88;Verde Sudoeste Paulista;D;26861;Urbano;194023.53;215871.97;225255.95;98959.14;734.11;36926.46;771037.05;26287;29331.5;Indústrias de transformação;67222367;475;43;2;16;2;0;16;218;26;34;3;7;5;16;22;3;15;19;4;24;0;0;;;2;2;2;2;100218639;183461851;7901;1848;6;;;;1
Itaíba;PE;0;26256;26256;0;7020;2845;4175;9663;171;708;946;1049;5528;1261;11000;420;5501;0.51;0.531;0.688;0.364;-37.41894846;-8.9400544;474.59;178;393;1,061.69;;;26390;Rural Adjacente;28369.09;11404.86;48877.27;95528.24;184179.45;8536.06;192.72;26362;7310.35;Administração, defesa, educação e saúde públicas e seguridade social;50944475;97;0;0;4;0;0;6;64;2;4;0;0;0;3;3;3;2;0;0;6;0;0;;;0;1;0;1;0;25677348;1256;3517;0;;;;2
Itaiçaba;CE;0;7316;7316;0;2307;1322;985;4275;62;222;305;340;2756;590;1093;1589;2993;0.66;0.581;0.758;0.642;-37.82162951;-4.683404712;11.79;143;84;212.11;;;7787;Rural Adjacente;5868.21;5992.53;16827;26648.66;55336.4;5.84;61.17;7698;7946.66;Administração, defesa, educação e saúde públicas e seguridade social;16533192;62;11;1;2;0;0;1;33;2;0;0;0;0;1;1;2;1;0;1;6;0;0;;;;;;;;;653;1946;0;;;;1
Itainópolis;PI;0;11109;11109;0;3395;794;2601;2781;40;144;246;252;1734;365;7461;1762;5306;0.541;0.545;0.725;0.401;-41.48002531;-7.451280813;230.59;64;89;827.62;Polo Histórico Cultural;E;11507;Rural Adjacente;9169.41;2840.14;18612.03;43201.96;73.82;3979.99;77.8;11375;6839.87;Administração, defesa, educação e saúde públicas e seguridade social;25322226;50;0;0;2;0;0;1;33;0;1;0;0;0;0;1;2;2;3;0;5;0;0;;;;;;;;;555;1651;0;;;;1
Itaiópolis;SC;0;20301;20301;0;5993;3239;2754;10373;177;673;896;1047;6564;1016;36261;263378;1674;0.708;0.7;0.836;0.606;-49.9087562;-26.33712641;923.54;851;1732;1,296.58;Vale Do Contestado;D;21556;Rural Adjacente;225084.44;139397.49;180643.27;92250.72;637375.93;45465.37;682841.29;21385;31930.85;Agricultura, inclusive apoio à agricultura e a pós colheita;;526;12;0;72;1;1;8;245;46;30;11;2;2;24;10;3;29;10;4;16;0;0;;;1;2;1;2;14341354;201884155;7907;3497;3;;;;5
Itaipava Do Grajaú;MA;0;14297;14297;0;3094;1022;2072;4269;105;435;491;529;2407;302;1817;1352;5468;0.518;0.456;0.726;0.419;-45.7926825;-5.144582262;107.18;147;75;1,238.91;;;15897;Rural Remoto;11005.09;2.68;14869.52;46100.53;74.66;2327.53;76986.1;15817;4867.3;Administração, defesa, educação e saúde públicas e seguridade social;23427091;44;0;0;2;0;0;1;33;1;0;0;0;0;1;0;3;0;0;1;2;0;0;;;;;;;;;110;829;0;;;;1
Itaipé;MG;0;11798;11798;0;3051;1365;1686;4912;73;336;498;548;2910;547;1316;4869;5178;0.552;0.57;0.759;0.388;-41.67322957;-17.40423164;669.91;152;213;480.83;Pedras Preciosas;D;12681;Rural Adjacente;13.23;2.74;22532.96;46697.16;85.2;2144.82;87348.45;12651;6904.47;Administração, defesa, educação e saúde públicas e seguridade social;;99;1;0;5;0;0;5;53;2;3;2;0;0;1;1;4;6;2;1;13;0;0;;;1;0;1;0;14796722;0;1018;1573;0;;;;1
Itaipulândia;PR;0;9026;8944;82;2871;1558;1313;4724;59;239;350;419;3112;545;20652;63837;845;0.738;0.779;0.848;0.608;-54.30500074;-25.13848065;263.18;149;575;331.29;Cataratas Do Iguaçu E Caminhos Ao Lago De Itaipu;D;10961;Rural Adjacente;77.01;90399.33;111148.43;55559.35;334121.17;27236.73;361357.9;10413;34702.57;Demais serviços;;321;7;0;49;0;1;39;105;28;17;6;1;5;10;11;2;3;7;7;23;0;0;;;0;1;0;1;0;84487579;3449;1843;0;;;;2
Itaitinga;CE;0;35817;35806;11;9304;9237;67;34248;574;2392;2856;3674;21819;2933;634;1725;3561;0.626;0.583;0.768;0.548;-38.52640515;-3.970459016;63.62;913;985;151.63;;;39518;Urbano;7307.83;90026.54;258974.13;125.71;482.02;83584.87;565603.45;38933;14527.61;Demais serviços;97350350;490;3;5;93;0;2;64;202;26;11;1;4;8;6;27;3;12;2;7;14;0;0;1;20;0;2;0;2;0;241014597;4378;5911;1;;;;4
Itaituba;PA;0;97493;97471;22;23912;17227;6685;70381;1327;5302;7356;8487;43464;4445;6988;69140;3297;0.64;0.644;0.8;0.51;-55.99004886;-4.26372948;25.06;967;1692;62,042.47;Tapajós;C;101097;Urbano;176649.84;260.76;666723.19;328577.06;1432.71;168776.48;1601485.49;98485;16261.21;Demais serviços;;1419;7;20;93;0;0;47;855;41;61;12;3;6;50;63;3;56;34;8;60;0;0;9;470;1;5;1;4;148002838;773672759;7063;28167;1;;;;2
Itajá;GO;0;5062;5062;0;1711;1325;386;3719;39;189;248;316;2354;573;45;81;2162;0.691;0.692;0.835;0.57;-51.54468396;-19.06223505;437.95;104;503;2,091.40;;;4605;Rural Adjacente;42668.12;3115.8;27217.33;23938.65;96939.9;4830.08;101769.98;4918;20693.37;Pecuária, inclusive apoio à pecuária;;81;2;0;2;0;0;1;42;2;5;0;0;0;10;1;6;1;7;1;1;0;0;;;0;1;0;1;0;50662528;1383;612;1;;;;1
Itajá;RN;0;6932;6932;0;1887;1559;328;5685;96;388;530;553;3596;522;263;54;3617;0.624;0.586;0.769;0.539;-36.86981811;-5.643547609;36.94;87;57;203.62;Polo Costa Branca;D;7501;Intermediário Adjacente;1801.36;7616.36;17889.35;34581.61;61888.68;3.16;65.05;7515;8655.99;Administração, defesa, educação e saúde públicas e seguridade social;15343714;93;1;0;24;0;0;9;37;2;8;1;0;0;1;3;2;2;1;0;2;0;0;;;;;;;;;624;1185;0;;;;1
Itajaí;SC;0;183373;182831;542;57788;54759;3029;153005;2154;8253;10681;12473;105490;13954;2010;10987;60;0.795;0.778;0.884;0.73;-48.65702321;-26.90742624;6.37;33360;73014;288.40;Costa Verde & Mar;B;215895;Urbano;105579.43;2322.44;9079536.95;1192921.8;12700482.23;6579416.58;19279898.82;208958;92266.86;Comércio e reparação de veículos automotores e motocicletas;889536161;9761;28;4;911;0;28;641;3567;957;571;158;134;272;558;867;13;236;255;121;440;0;0;;;14;9;3;3;3087747310;5030952056;87362;48085;76;1;1;;3
Itajobi;SP;0;14556;14544;12;4857;4121;736;12081;125;488;654;784;7962;2068;27327;316059;1028;0.73;0.727;0.832;0.644;-49.05431108;-21.31570706;467.08;1118;1970;502.07;Águas, Cultura E Negócios;D;15226;Urbano;199385.33;84172.32;185914.51;63275.58;532747.74;27779.93;560527.67;15212;36847.73;Agricultura, inclusive apoio à agricultura e a pós colheita;49790365;1010;544;0;67;0;3;13;252;26;22;9;5;7;12;8;2;10;10;0;20;0;0;;;1;1;1;1;124949417;167115425;6453;2042;0;;;;2
Itaju;SP;0;3246;3246;0;974;706;268;2361;28;120;171;210;1532;300;9527;40557;1762;0.705;0.696;0.823;0.613;-48.80502174;-21.98467242;509.83;237;252;230.36;;;3782;Rural Adjacente;43171.26;5567.29;23940.83;18.1;90.78;3025.28;93803.85;3655;25664.53;Agricultura, inclusive apoio à agricultura e a pós colheita;15764893;97;10;1;15;0;0;1;36;5;7;0;0;4;1;4;2;2;1;3;5;0;0;;;0;1;0;1;0;17390467;887;173;0;;;;1
Itaju Do Colônia;BA;0;7309;7309;0;1588;1212;376;5857;95;427;625;589;3372;749;1157;1388;4357;0.59;0.57;0.724;0.502;-39.72472461;-15.14019355;162.62;153;111;1,225.29;;;6770;Rural Adjacente;21.01;3951.22;12.19;26649.51;63797.01;1553.9;65350.91;7284;8971.84;Administração, defesa, educação e saúde públicas e seguridade social;18105021;43;0;1;2;0;0;1;26;0;0;0;0;1;2;2;2;0;0;0;6;0;0;;;1;0;1;0;14377414;0;260;443;0;;;;2
Itajubá;MG;0;90658;90478;180;27939;25615;2324;80074;997;3918;5134;6366;53531;10128;211;1326;85;0.787;0.767;0.884;0.718;-45.4645825;-22.43060057;846.58;7365;14778;294.84;Caminhos Do Sul De Minas;C;96389;Urbano;14543.45;727869.54;1194717.92;345358.94;2282489.85;361993.68;2644483.52;96523;27397.44;Demais serviços;194547641;3181;5;11;257;3;6;117;1162;81;273;109;38;31;194;263;4;125;290;46;166;0;0;4;438;7;3;4;2;1152393534;1361396716;28387;11909;5;1;;;4
Itajuípe;BA;0;21081;21081;0;6414;5087;1327;16830;231;977;1366;1546;10505;2205;15101;28582;4189;0.599;0.609;0.759;0.466;-39.38178815;-14.67801899;99.08;434;1067;270.75;;;20587;Intermediário Adjacente;40248.79;74640.72;64.99;72909.58;252790.26;14456.74;267247.01;21697;12317.23;Administração, defesa, educação e saúde públicas e seguridade social;;226;1;0;9;0;3;5;125;5;6;3;3;0;6;6;3;18;10;4;19;0;0;;;1;1;1;1;30774362;44665873;1754;1380;0;;;;2
Italva;RJ;0;14063;14045;18;4882;3581;1301;10236;136;468;652;688;6559;1733;587;10300;2229;0.688;0.692;0.792;0.595;-41.69096476;-21.42510328;35.07;800;789;291.72;Águas Do Noroeste;C;15113;Rural Adjacente;20051.22;75.47;110.07;112109.44;317701.53;13192.32;330893.85;14647;22591.24;Administração, defesa, educação e saúde públicas e seguridade social;40352058;259;1;6;24;0;2;3;129;10;14;4;0;0;4;3;3;7;6;3;40;0;0;;;1;2;1;2;58989214;116209699;2593;2679;0;;;;3
Itamaraju;BA;0;63069;63058;11;18695;14690;4005;49520;786;3140;4545;4878;31043;5128;17769;188823;3535;0.627;0.641;0.767;0.502;-39.53303988;-17.0423376;63.66;1327;3144;2,360.29;Costa Das Baleias;C;64521;Urbano;171579.86;89634.09;320055.67;201812.28;783.08;55457.49;838539.39;67305;12458.8;Demais serviços;114214652;1171;13;1;81;0;0;32;681;36;62;16;5;4;35;33;2;74;29;13;54;0;0;;;1;3;1;3;90478707;602656392;6666;10941;1;;;;1
Itamarandiba;MG;0;32175;32162;13;8995;6254;2741;21814;335;1474;2137;2325;13672;1871;2866;11561;3195;0.65;0.618;0.798;0.547;-42.84915776;-17.85851733;949.66;615;1208;2,735.57;Pedras Preciosas;D;34527;Intermediário Adjacente;74467.55;25608.3;119758.31;122700.28;342534.44;18575.54;361109.99;34462;10478.5;Administração, defesa, educação e saúde públicas e seguridade social;57060215;743;24;1;45;0;1;24;342;114;20;3;3;5;16;26;3;23;30;7;56;0;0;;;0;2;0;2;0;259948420;6386;6515;1;;;;4
Itamarati;AM;0;8038;8038;0;1398;905;493;4472;101;433;566;638;2524;210;61;562;5556;0.477;0.529;0.772;0.266;-68.24791744;-6.437799349;112.65;90;37;25,260.43;;;7888;Rural Remoto;28332.31;3369.48;13909.64;36964.7;82576.13;1566.41;84142.54;8153;10320.44;Administração, defesa, educação e saúde públicas e seguridade social;22521796;55;0;0;1;0;0;0;49;0;1;0;0;0;0;0;2;2;0;0;0;0;0;;;;;;;;;3;250;0;;;;1
Itamarati De Minas;MG;0;4079;4079;0;1301;1017;284;3208;41;133;174;252;2144;464;249;1696;2224;0.688;0.677;0.841;0.572;-42.81859336;-21.41945562;218.03;109;137;94.57;Serras E Cachoeiras;E;4333;Rural Adjacente;7.75;2372.29;13018.01;20161.03;43306.26;1776.37;45082.63;4340;10387.7;Administração, defesa, educação e saúde públicas e seguridade social;;87;1;0;13;0;0;1;33;18;4;1;0;0;1;4;2;0;3;2;4;0;0;;;;;;;;;820;461;0;;;;1
Itamari;BA;0;7903;7903;0;2400;1751;649;5805;109;408;563;585;3452;688;5419;13845;4689;0.578;0.595;0.713;0.454;-39.67634835;-13.77483676;252.37;286;52;143.48;;;8069;Intermediário Adjacente;28484.2;4272.9;15559.2;30502.44;78818.73;1864.02;80.68;8495;9497.68;Administração, defesa, educação e saúde públicas e seguridade social;21291714;32;0;0;2;0;0;0;23;0;1;0;0;0;1;0;2;1;0;0;2;0;0;;;;;;;;;415;774;0;;;;1
Itambacuri;MG;0;22809;22809;0;6469;4374;2095;14445;214;815;1159;1438;8710;2109;777;3567;3429;0.634;0.616;0.784;0.527;-41.68226738;-18.03432996;302.61;350;1322;1,419.21;Pedras Preciosas;D;23212;Intermediário Adjacente;23745.68;17662.48;113123.27;89.58;244106.62;16062.8;260169.42;23612;11018.53;Demais serviços;;301;2;1;14;0;1;11;154;5;13;4;0;2;15;8;4;19;19;5;24;0;0;;;2;1;2;1;34256301;115843291;2685;2675;0;;;;3
Itambaracá;PR;0;6759;6744;15;2170;1638;532;5050;67;266;355;466;3188;708;14526;46467;2094;0.69;0.664;0.789;0.639;-50.40909047;-23.01476851;423.57;55;517;207.34;Norte Pioneiro;E;6616;Rural Adjacente;39712.42;9701.33;39315.49;28605.12;117334.36;7.4;124738.23;6835;18249.92;Agricultura, inclusive apoio à agricultura e a pós colheita;;128;9;0;5;0;1;2;54;22;6;0;0;3;4;7;3;4;3;1;4;0;0;;;;;;;;;2000;739;0;;;;1
Itambé;PE;0;35398;35398;0;9466;8002;1464;29398;492;1959;2612;3013;18127;3195;15232;63596;4752;0.575;0.566;0.727;0.463;-35.11062736;-7.40926386;184.56;997;920;304.01;Engenhos E Maracatus;D;36422;Urbano;65.73;23663.68;199286.04;134406.62;423.09;44898.45;467.98;36299;12892.46;Administração, defesa, educação e saúde públicas e seguridade social;;431;6;0;39;0;1;14;246;32;16;4;3;2;9;15;5;6;5;5;23;0;0;;;1;1;1;1;89394835;129357069;3424;9859;0;;;;3
Itambé;PR;0;5979;5979;0;1897;1798;99;5674;88;262;376;407;3749;792;36143;105922;639;0.746;0.691;0.854;0.703;-51.99000431;-23.66009858;414.54;100;586;243.82;;;6107;Urbano;56034.41;7595.8;69181.43;27652.21;160463.84;11018.07;171.48;6201;27653.91;Agricultura, inclusive apoio à agricultura e a pós colheita;;163;3;2;14;0;0;6;70;11;9;2;0;1;8;7;2;9;4;1;14;0;0;;;1;1;1;1;48947942;71323004;1964;1091;2;;;;1
Itambé;BA;0;23089;23089;0;6149;5155;994;19651;258;1219;1921;1992;11925;2336;1627;4495;4691;0.578;0.589;0.75;0.436;-40.62404172;-15.24801919;360.38;564;674;1,536.30;Caminhos Do Sudoeste;D;23358;Urbano;51895.77;25982.67;62287.98;74.37;214541.12;6410.77;220951.89;23147;9545.59;Administração, defesa, educação e saúde públicas e seguridade social;42328821;203;2;2;9;0;1;12;124;7;5;3;1;1;5;5;5;4;5;1;11;0;0;;;1;2;1;2;5046871;159137479;1369;1150;0;;;;2
Itambé Do Mato Dentro;MG;0;2283;2283;0;694;285;409;907;6;47;62;85;589;118;29;193;3417;0.634;0.605;0.823;0.513;-43.3228953;-19.42096347;699.13;166;76;380.34;Serra Do Cipó;D;2107;Rural Adjacente;2718.98;797.51;7307.9;11995.1;22819.48;0.89;23709.63;2224;10660.8;Administração, defesa, educação e saúde públicas e seguridade social;;44;0;0;3;0;0;1;14;3;6;0;0;0;1;2;2;1;0;0;11;0;0;;;;;;;;;275;288;0;;;;1
Itamogi;MG;0;10349;10343;6;3404;2581;823;7695;76;344;488;622;5046;1119;8861;86770;2585;0.674;0.665;0.81;0.568;-47.04746778;-21.07844336;1010.45;417;567;243.71;Montanhas Cafeeiras De Minas;E;10229;Rural Adjacente;61003.6;9.39;76.22;42063.14;188680.46;15.26;203935.6;10517;19391.04;Agricultura, inclusive apoio à agricultura e a pós colheita;23548870;241;1;1;29;0;0;0;135;9;8;4;1;0;6;7;2;12;10;2;14;0;0;;;1;0;1;0;58745112;0;3762;1215;2;;;;1
Itamonte;MG;0;14003;13994;9;4228;2957;1271;9550;136;474;666;780;6418;1076;489;2705;1758;0.705;0.695;0.853;0.591;-44.8682875;-22.28512697;900.02;612;1328;431.79;Terras Altas Da Mantiqueira;D;15440;Rural Adjacente;11816.75;344149.57;193000.44;61035.6;610;112228.25;722.23;15267;47306.65;Indústrias de transformação;32106788;363;6;1;69;1;0;12;154;22;26;3;0;3;9;14;3;7;14;4;15;0;0;4;158;1;2;1;2;136915608;142029710;4431;2138;0;;;;1
Itanagra;BA;0;7598;7598;0;2167;661;1506;2324;36;149;259;221;1453;206;180;767;4551;0.584;0.577;0.796;0.433;-38.03818094;-12.26816314;42.52;327;55;534.06;;;6445;Rural Adjacente;13531.09;3528.95;11542.02;30.4;59;1748.78;60749.87;8038;7557.83;Administração, defesa, educação e saúde públicas e seguridade social;;28;5;0;2;0;0;0;11;1;2;0;0;0;0;2;2;2;0;0;1;0;0;;;;;;;;;202;316;0;;;;1
Itanhaém;SP;0;87057;86584;473;28267;28014;253;80736;1243;4749;6426;7368;49153;11797;2619;83623;651;0.745;0.716;0.823;0.701;-46.79099148;-24.18612067;6.47;13621;22811;601.71;Costa Da Mata Atlântica;B;100496;Urbano;45487.9;119711.62;938810.39;413.67;1517683.02;85600.36;1603283.37;97439;16454.23;Demais serviços;335306240;1830;12;0;57;0;7;79;865;39;268;26;8;39;45;140;3;75;36;27;104;0;0;2;166;7;2;4;2;666791974;786970500;25375;11676;38;;1;;5
Itanhandu;MG;0;14175;14161;14;4359;3686;673;12009;171;626;819;908;7969;1516;81;400;813;0.74;0.72;0.871;0.643;-44.9359219;-22.29507965;898.2;729;1743;143.36;Terras Altas Da Mantiqueira;D;15236;Urbano;129271.63;60686.63;128.13;60538.44;378.63;24089.6;402716.94;15200;26494.54;Pecuária, inclusive apoio à pecuária;38905960;458;6;0;73;0;1;10;203;19;38;7;3;0;17;16;4;19;16;5;21;0;0;1;57;1;2;1;2;70531552;352957232;4839;1769;1;;;;1
Itanhangá;MT;0;5276;5276;0;1588;956;632;3137;49;216;287;321;2094;170;139265;267701;1629;0.71;0.699;0.856;0.597;-56.64934361;-12.23476872;351.29;264;237;2,898.07;;;6587;Rural Remoto;103.17;10175.03;48793.13;35619.71;197756.83;14072.84;211829.67;6252;33881.91;Agricultura, inclusive apoio à agricultura e a pós colheita;17124646;222;10;1;37;0;1;5;92;18;18;1;0;0;8;3;2;9;4;1;12;0;0;1;31;;;;;;;906;1222;0;;;;1
Itanhém;BA;0;20216;20216;0;6250;4354;1896;14179;175;759;1110;1389;8584;2162;2711;22186;3370;0.637;0.624;0.79;0.525;-40.32704865;-17.1663329;201.86;479;749;1,394.17;Costa Das Baleias;E;19499;Intermediário Adjacente;74986.93;11772.35;63288.99;61.03;211.07;8197.35;219272.27;20554;10668.11;Administração, defesa, educação e saúde públicas e seguridade social;36905809;231;2;1;15;0;1;4;152;6;7;2;0;0;7;6;3;3;10;4;8;0;0;;;1;1;1;1;14433183;94482844;1554;2119;0;;;;3
Itanhomi;MG;0;11856;11821;35;3821;2785;1036;8533;131;472;645;786;5229;1270;490;2434;3119;0.65;0.656;0.831;0.503;-41.86493184;-19.17168893;253.05;294;702;488.84;Trilhas Do Rio Doce;E;12212;Rural Adjacente;12707.95;6042.16;41690.29;46922.52;107362.91;3580.76;110943.68;12368;8970.22;Administração, defesa, educação e saúde públicas e seguridade social;21859204;224;0;1;12;0;0;6;152;12;10;2;0;0;3;4;2;2;11;2;5;0;0;;;0;1;0;1;0;73594191;1823;2685;1;;;;3
Itaobim;MG;0;21001;20982;19;6154;4660;1494;15673;224;960;1341;1617;9568;1963;621;2715;3502;0.629;0.613;0.787;0.516;-41.49897698;-16.55952592;256.61;253;912;679.02;;;21096;Intermediário Adjacente;8093.85;13525.38;136418.45;80333.71;238371.38;21908.3;260279.68;21562;12071.22;Demais serviços;;381;0;4;28;0;1;8;226;12;25;4;0;0;5;11;2;11;17;5;22;0;0;;;2;1;2;1;30826357;147915824;2644;2250;0;;;;1
Itaoca;SP;0;3228;3228;0;991;554;437;1760;14;85;142;216;1031;272;114;1252;2443;0.68;0.627;0.787;0.637;-48.84285568;-24.64259423;170.38;237;194;183.02;Cavernas Da Mata Atlântica;D;3326;Rural Adjacente;4116.31;6.9;8190.58;15456.36;34660.88;1242.77;35903.66;3339;10752.82;Administração, defesa, educação e saúde públicas e seguridade social;12685518;113;83;0;1;0;0;1;17;1;3;0;0;0;2;1;2;0;1;0;1;0;0;;;;;;;;;478;336;0;;;;1
Itaocara;RJ;0;22899;22899;0;7994;6109;1885;17751;182;814;1147;1265;11447;2896;409;6925;1527;0.713;0.696;0.82;0.635;-42.07772952;-21.67050267;66.18;1615;2587;433.40;Águas Do Noroeste;D;23247;Intermediário Adjacente;51252.69;35890.55;217907.95;163683.48;468734.67;34085.65;502820.31;22736;22115.6;Demais serviços;;752;8;2;76;0;1;39;368;25;33;14;12;9;26;21;3;21;24;12;58;0;0;1;60;2;2;2;2;137393360;274313669;5662;6785;0;;;;
Itapaci;GO;0;18458;18458;0;5936;5341;595;16617;246;956;1390;1542;10845;1638;9702;38314;1181;0.725;0.72;0.844;0.626;-49.55415611;-14.95040322;566.93;284;786;956.13;;;22533;Urbano;52925.62;71.1;109.28;71.64;304945.27;19452.15;324397.42;21323;15213.5;Demais serviços;37259884;561;15;2;38;0;3;22;251;36;25;8;1;6;18;23;4;15;70;4;20;0;0;;;2;2;2;2;49646208;216642874;4686;3895;3;;;;1
Itapagipe;MG;0;13656;13656;0;4413;3059;1354;9369;88;428;543;640;6494;1176;18768;108444;1220;0.723;0.728;0.861;0.603;-49.36982104;-19.90329583;484.88;288;2057;1,802.44;;;15102;Rural Adjacente;95098.98;80099.66;121720.35;55802.5;352.72;34711.13;387432.61;14916;25974.3;Demais serviços;;291;4;2;14;0;2;3;129;17;13;4;3;3;14;10;3;15;19;6;30;0;0;;;1;1;1;1;61181277;112285973;3668;2055;0;;;;1
